10500 13400
5120 5246 73
5120 7942 138
5128 5164 10
5128 5481 26
5131 5197 84
5135 5230 16
5140 5297 72
5141 5477 63
5142 5172 17
5155 5303 23
5161 6279 67
5162 5301 57
5173 6626 186
5179 5211 29
5182 6352 22
5183 5413 95
5184 5478 92
5190 5203 84
5197 7011 60
5201 5216 31
5202 8306 73
5209 5220 56
5211 6219 144
5212 5247 52
5214 5357 67
5214 10242 183
5227 9312 123
5235 7972 49
5236 5281 32
5238 5330 15
5242 5376 39
5244 5280 22
5258 5339 84
5259 5275 60
5261 5361 10
5270 5378 23
5270 5308 37
5270 5409 49
5276 5379 48
5279 8523 46
5281 5374 37
5285 8358 80
5289 7305 166
5300 5327 65
5301 6159 79
5309 8443 13
5310 8723 139
5317 5395 63
5326 5418 79
5330 9287 172
5331 5356 65
5363 5403 79
5364 5434 83
5390 5408 40
5390 5461 31
5394 5397 62
5409 7795 14
5418 9111 158
5420 8978 93
5430 8958 187
5432 5468 30
5436 9943 47
5440 7867 40
5442 8368 80
5463 8884 133
5464 10254 154
5466 8542 35
5473 9054 61
5484 9411 197
5497 8809 48
5501 9579 28
5501 8808 14
5502 6368 15
5502 6008 82
5503 7574 100
5503 9650 177
5503 6091 122
5504 10168 141
5504 9433 129
5505 7400 27
5505 6166 162
5505 9921 130
5506 5953 51
5506 9057 37
5506 5947 15
5506 8006 186
5506 8213 70
5507 9189 134
5507 9625 171
5508 10037 124
5508 6681 118
5508 6137 21
5509 6720 30
5509 6718 113
5510 7796 191
5510 7689 181
5510 6774 56
5511 7864 147
5511 6171 184
5512 8022 144
5512 10281 30
5513 10406 194
5513 5764 116
5513 10102 188
5514 5972 158
5514 9985 80
5514 10004 139
5514 10480 173
5515 9098 56
5515 9513 177
5516 9224 40
5516 7560 170
5517 7929 21
5517 5744 66
5518 10153 123
5518 7074 179
5519 8203 48
5519 7661 21
5519 5849 183
5520 6721 51
5520 9100 176
5521 7485 92
5521 5640 19
5522 6668 110
5522 7945 78
5523 6403 12
5523 6431 110
5523 7985 192
5524 10086 38
5524 6442 53
5525 6391 178
5525 10475 106
5526 5547 126
5526 6437 119
5527 5673 128
5527 5706 196
5528 6052 113
5528 6836 151
5529 7786 199
5529 8560 62
5530 8503 62
5530 5924 67
5531 8667 103
5531 6125 62
5532 8754 173
5532 7415 92
5532 6550 110
5532 7230 130
5533 6996 35
5533 5745 106
5533 5824 101
5534 9958 76
5534 8801 147
5535 6835 157
5535 6579 60
5536 9166 145
5536 10252 24
5537 7528 177
5537 6955 47
5538 9288 14
5538 9852 164
5539 6113 136
5539 6911 13
5540 8275 73
5540 7783 194
5541 8442 37
5541 5930 179
5542 6498 44
5542 7054 130
5543 9130 87
5543 7440 44
5544 7284 183
5544 7877 144
5545 7282 181
5545 8020 10
5546 9864 84
5546 8874 106
5547 6438 96
5548 7858 71
5548 7287 19
5548 9530 117
5549 10117 102
5549 7628 41
5550 7955 92
5550 10372 124
5551 7099 157
5551 8539 59
5552 6506 133
5552 6401 137
5553 8516 108
5553 7730 141
5553 7488 12
5553 6593 195
5554 5590 170
5554 6708 114
5554 6646 80
5555 7730 187
5555 9893 129
5556 9437 38
5556 5761 133
5557 10482 30
5557 6323 124
5558 6732 147
5558 8598 61
5558 8667 190
5559 9783 91
5559 8962 56
5560 8726 136
5560 8238 105
5560 7492 127
5561 7644 163
5561 6373 49
5562 6663 143
5562 8395 106
5563 5834 42
5563 7670 82
5564 9987 118
5564 6304 30
5564 6311 88
5564 6451 181
5565 6931 101
5565 9181 170
5565 6169 118
5566 9042 148
5566 8963 87
5567 6081 153
5567 9662 167
5567 8538 53
5568 9308 157
5568 9646 123
5568 7398 151
5569 8865 76
5569 7498 195
5570 6571 141
5570 6929 37
5571 7450 77
5571 8589 137
5571 5630 38
5572 6678 26
5572 7519 33
5573 7054 176
5573 7166 110
5574 7934 33
5574 6507 180
5575 8072 129
5575 6448 42
5575 5812 181
5576 5754 118
5576 9094 133
5577 8492 100
5577 10135 72
5578 10335 63
5578 10346 84
5579 6002 16
5579 6706 87
5579 9347 16
5580 7122 28
5580 9006 19
5580 10199 68
5581 8423 68
5581 7364 172
5582 7141 145
5582 9246 103
5582 5851 109
5582 6212 153
5583 6428 108
5583 5610 148
5584 9813 24
5584 7164 36
5584 10405 174
5585 7147 176
5585 7397 154
5586 6942 49
5586 10451 199
5587 6430 32
5587 6354 41
5588 7855 70
5588 7868 83
5589 8658 84
5589 6574 115
5590 10250 152
5591 9146 100
5591 7014 178
5592 6261 106
5592 9757 162
5593 7658 187
5593 10025 149
5594 8045 193
5594 6144 160
5594 10098 125
5595 6393 197
5595 10217 107
5596 9114 110
5596 6052 165
5597 6723 128
5597 5725 65
5598 10430 83
5598 9876 97
5599 8491 82
5599 9471 63
5600 10428 125
5600 9581 57
5601 9745 128
5601 7676 89
5601 6932 73
5602 8053 83
5602 7405 27
5603 8325 191
5603 6465 152
5604 10049 102
5604 10227 180
5604 10313 74
5605 6253 171
5605 8844 120
5605 9612 94
5605 7288 33
5606 7628 50
5606 9966 15
5606 8866 16
5607 9642 139
5607 7619 67
5608 9161 189
5608 10069 20
5608 6627 174
5609 8241 184
5609 9207 95
5610 8519 81
5610 10138 164
5610 6104 82
5611 9503 71
5611 9886 45
5611 6089 68
5612 7576 172
5612 5784 165
5613 9692 186
5613 10124 12
5614 9559 28
5614 6242 168
5615 9997 152
5615 5873 174
5615 6048 72
5616 9819 27
5616 6057 135
5617 10270 78
5617 9997 38
5618 8654 90
5618 6134 151
5619 8966 71
5619 9084 122
5620 5773 163
5620 9179 68
5620 8254 78
5620 8349 14
5620 6292 96
5621 9710 122
5621 7448 131
5621 9471 94
5622 7776 149
5622 7042 136
5622 8352 157
5623 10462 199
5623 9486 184
5624 6170 161
5624 6548 121
5625 6543 92
5625 6456 66
5626 10242 13
5626 5728 161
5626 9272 25
5627 5799 110
5627 6812 118
5628 8613 92
5628 7055 166
5629 8587 144
5629 7682 172
5630 9096 125
5630 5966 112
5631 6043 90
5631 7215 85
5632 10310 191
5632 7545 110
5632 9620 23
5632 6583 26
5633 10479 140
5633 5861 190
5634 9590 127
5634 6771 106
5635 7084 45
5635 8483 24
5635 9746 89
5636 9735 27
5636 9746 145
5637 8035 114
5637 7307 33
5638 8464 73
5638 6348 17
5638 8806 31
5639 5848 117
5639 10387 56
5640 7196 81
5640 9510 87
5641 8973 12
5641 7381 118
5642 7928 95
5642 8488 35
5643 6178 41
5643 8894 33
5644 8593 164
5644 6095 175
5645 7237 26
5645 6720 34
5645 10220 22
5646 9087 156
5646 7546 74
5647 9217 81
5647 8186 52
5648 8071 22
5648 6556 10
5649 6822 77
5649 7195 57
5650 10039 39
5650 7078 139
5651 5788 121
5651 7178 104
5652 9044 40
5652 8805 105
5652 9348 84
5653 9218 186
5653 9881 43
5654 10245 99
5654 7227 79
5655 6105 145
5655 7623 32
5656 9345 155
5656 7188 94
5656 8119 79
5657 10034 199
5657 10483 36
5658 9901 38
5658 9315 138
5659 8634 161
5659 6525 118
5660 9538 184
5660 7438 143
5661 10023 58
5661 9899 97
5662 7513 90
5662 8161 123
5663 7431 34
5663 8479 191
5664 6436 63
5664 9106 195
5665 7599 196
5665 7490 193
5666 9679 102
5666 10314 30
5667 10471 164
5667 5715 38
5668 8034 22
5668 6198 59
5668 9397 162
5669 10073 50
5669 7842 137
5670 8881 126
5670 6005 70
5671 6873 90
5671 7743 83
5672 8282 89
5672 8047 31
5673 7901 153
5674 5838 28
5674 10425 117
5674 8606 130
5674 8638 170
5675 6840 156
5675 6943 170
5676 6007 167
5676 5705 112
5677 9348 108
5677 7184 113
5678 5715 46
5678 7893 183
5678 8719 95
5679 10149 88
5679 9696 197
5680 5687 183
5680 9328 185
5681 8084 87
5681 6822 107
5682 9927 115
5682 9542 14
5683 9036 21
5683 7664 98
5684 9456 38
5684 8368 51
5685 6140 101
5685 9621 70
5686 5753 168
5686 5829 179
5687 6503 29
5688 7791 102
5688 6612 24
5689 9816 29
5689 8208 102
5690 9426 175
5690 8880 93
5691 8991 86
5691 10099 168
5692 6149 142
5692 6410 70
5692 6179 138
5693 7971 10
5693 5838 138
5693 6092 13
5694 6452 68
5694 5730 70
5695 9699 144
5695 7703 121
5696 7009 27
5696 6274 97
5697 6386 176
5697 6828 123
5697 8344 178
5697 9211 137
5698 9393 64
5698 6170 33
5699 8129 20
5699 10109 72
5700 6624 135
5700 8581 164
5701 6285 138
5701 6566 162
5701 5719 188
5702 6904 131
5702 5868 22
5703 9815 17
5703 8443 114
5704 8089 168
5704 10065 98
5705 8028 33
5706 9892 42
5707 7044 106
5707 7004 48
5708 9729 185
5708 6033 62
5709 7498 197
5709 7424 191
5710 7583 98
5710 9192 117
5711 6251 13
5711 9226 120
5712 7411 89
5712 6992 147
5713 6373 171
5713 9400 123
5714 8755 172
5714 6522 92
5716 7146 86
5716 6122 71
5717 6383 133
5717 8572 72
5718 6037 124
5718 10074 145
5718 8275 188
5719 7145 41
5719 10244 189
5720 9445 137
5720 9767 96
5720 8005 169
5721 7120 148
5721 6780 86
5722 8549 89
5722 6091 163
5723 9362 69
5723 8964 146
5723 6018 175
5724 10026 17
5724 5963 165
5725 10419 79
5726 8926 35
5726 7315 155
5727 9320 138
5727 7549 28
5727 9931 24
5727 8450 114
5728 8603 14
5729 7091 132
5729 8854 178
5730 5903 47
5731 9390 51
5731 6464 178
5732 8039 117
5732 10478 103
5733 8847 197
5733 5953 141
5733 7386 152
5734 6897 63
5734 8754 63
5734 7855 13
5735 7359 104
5735 6636 164
5736 8823 51
5736 9326 61
5736 8288 82
5737 7062 146
5737 8651 23
5738 8274 94
5738 6146 170
5739 10354 79
5739 6913 98
5740 6699 142
5740 7210 49
5741 6877 32
5741 6611 32
5742 6656 108
5742 7929 50
5743 9317 142
5743 8302 33
5744 6606 115
5744 10019 114
5745 10444 198
5745 6469 95
5746 7063 39
5746 9399 135
5747 9963 63
5747 10113 159
5748 10233 193
5748 7109 146
5749 8186 33
5749 8300 68
5750 8776 78
5750 7080 87
5751 8108 28
5751 9080 127
5752 7642 100
5752 9087 114
5753 8717 167
5754 6495 163
5755 8995 81
5755 7224 169
5756 7768 116
5756 6239 87
5757 9496 103
5757 5895 62
5757 7606 10
5758 6425 128
5758 5929 168
5759 7546 109
5759 9616 55
5760 6447 19
5760 9999 92
5761 9547 126
5761 8560 54
5762 9913 181
5762 6119 99
5763 7075 142
5763 7740 153
5764 8075 81
5765 10247 123
5765 10280 67
5766 9965 133
5766 6660 77
5767 9862 29
5767 8408 190
5768 7058 184
5768 8371 62
5769 5826 51
5769 8574 175
5770 8832 83
5770 6049 15
5771 9209 71
5771 10446 160
5771 10025 187
5772 6203 116
5772 7208 141
5773 9219 30
5774 8733 109
5774 8593 59
5775 9824 193
5775 8036 161
5776 6471 19
5776 7179 152
5777 8346 13
5777 6369 68
5777 7081 122
5777 9689 13
5778 9355 190
5778 6458 182
5778 6110 153
5778 8180 59
5779 6130 114
5779 9734 130
5780 10176 81
5780 6140 160
5781 8390 154
5781 6683 193
5782 6461 112
5782 8153 138
5783 9234 100
5783 7609 130
5784 8626 58
5785 8250 129
5785 8248 76
5785 7010 38
5786 6841 21
5786 6747 188
5787 7013 149
5787 8893 33
5788 6559 60
5789 7366 66
5789 7449 76
5789 8664 64
5790 10067 156
5790 9526 28
5790 9036 142
5791 7107 18
5791 6143 93
5791 5994 85
5792 8508 131
5792 6910 184
5793 6984 197
5793 5901 149
5793 8474 26
5794 5869 17
5794 6343 42
5795 8597 90
5795 9594 58
5796 8377 114
5796 5937 160
5797 7177 81
5797 8064 74
5797 6474 192
5798 6608 171
5798 9444 176
5799 8931 84
5800 8329 81
5800 8078 38
5801 6745 166
5801 7927 58
5802 5865 164
5802 9885 175
5803 7197 111
5803 8640 72
5804 10352 101
5804 7104 145
5805 9204 118
5805 6666 121
5806 10357 111
5806 6516 77
5807 7564 180
5807 6919 160
5807 9912 186
5807 6772 135
5808 8528 146
5808 7735 150
5809 7493 83
5809 9661 43
5810 6804 53
5810 5952 35
5811 7300 110
5811 6391 49
5812 6718 175
5812 7459 41
5813 6184 199
5813 5923 120
5814 8333 144
5814 9482 110
5815 8106 179
5815 8523 117
5816 9666 64
5816 8130 188
5817 9558 94
5817 10411 105
5818 8896 138
5818 9949 127
5818 8093 144
5819 7519 171
5819 5880 45
5819 7089 49
5820 8950 107
5820 7475 121
5821 5947 36
5821 9185 78
5822 9106 145
5822 6672 79
5823 6691 37
5823 8195 18
5824 7767 108
5824 5902 107
5825 6125 31
5825 9552 190
5826 7829 111
5827 7381 61
5827 7575 38
5827 9985 13
5827 9925 58
5828 8175 37
5828 7156 161
5829 8578 24
5830 6890 113
5830 9287 108
5830 10161 168
5830 8781 121
5831 7277 186
5831 7681 163
5831 10091 104
5832 6155 21
5832 10152 36
5833 8475 132
5833 7254 123
5834 10464 69
5835 7609 44
5835 10126 134
5836 6321 77
5836 8516 113
5837 8781 70
5837 9017 186
5839 7998 84
5839 8777 164
5840 9887 168
5840 5949 25
5841 7530 29
5841 8590 15
5842 6000 106
5842 10232 115
5843 8818 21
5843 6111 196
5843 9833 118
5844 6263 53
5844 7247 183
5845 6863 157
5845 8932 182
5845 9589 145
5846 7729 162
5846 6273 72
5847 8708 48
5847 6292 163
5848 6421 104
5849 8843 57
5849 6032 184
5850 6568 191
5850 6531 169
5851 9743 51
5851 9097 24
5852 9179 78
5852 9146 106
5853 9453 24
5853 5921 189
5854 7356 63
5854 8659 61
5855 7452 87
5855 6965 74
5856 9307 135
5856 7447 130
5857 9945 186
5857 8094 16
5858 9176 189
5858 10476 28
5859 7959 143
5859 9043 115
5860 10053 60
5860 6484 162
5860 9482 81
5861 8549 174
5862 6578 101
5862 6358 91
5863 8732 143
5863 8695 195
5863 6110 59
5864 7264 154
5864 6673 115
5865 7637 23
5866 8505 67
5866 10231 141
5867 6223 70
5867 8288 134
5868 9905 132
5869 7213 123
5869 10094 171
5870 6667 151
5870 9505 180
5871 7416 47
5871 9216 125
5872 9514 164
5872 9543 189
5872 6623 22
5873 6225 125
5874 9430 159
5874 7865 10
5875 6508 195
5875 6773 83
5876 8199 134
5876 5916 147
5876 8301 13
5877 6090 141
5877 6677 187
5877 9378 123
5878 8235 119
5878 8009 186
5879 8965 197
5879 6208 18
5880 6798 87
5881 9208 65
5881 7962 93
5882 9495 160
5882 8642 134
5883 6260 84
5883 6310 167
5884 8272 50
5884 6722 29
5885 6423 156
5885 7684 181
5886 8372 37
5886 10048 75
5886 8879 12
5887 7288 193
5887 9787 91
5888 7307 185
5888 8107 198
5889 9615 93
5889 6662 51
5890 6603 117
5890 9090 42
5890 6145 124
5891 10457 68
5891 9348 46
5892 9690 164
5892 8164 42
5893 9384 161
5893 7643 161
5894 9575 135
5894 6189 112
5895 6261 62
5895 6444 48
5896 7739 45
5896 6117 63
5897 6312 122
5897 9446 61
5897 6513 135
5898 7354 37
5898 6015 139
5899 9347 76
5899 6085 191
5900 7367 119
5900 7652 173
5901 7235 12
5902 9828 134
5903 9354 80
5904 9686 198
5904 10378 47
5905 9747 166
5905 6825 55
5906 6437 66
5906 8529 99
5907 5908 168
5907 7099 32
5908 7842 159
5909 7725 51
5909 6922 65
5910 10374 114
5910 8842 135
5911 6896 49
5911 6488 109
5911 8377 106
5912 8653 26
5912 9655 154
5913 8202 88
5913 9926 165
5914 9413 69
5914 6227 155
5915 6339 158
5915 7336 190
5916 9078 62
5917 6152 118
5917 8726 132
5918 8040 177
5918 8800 15
5918 9331 66
5919 8028 164
5919 6443 30
5920 9939 50
5920 7285 169
5921 9496 12
5922 8575 181
5922 6406 187
5923 8480 120
5923 7325 75
5924 6577 170
5925 10279 70
5925 9677 154
5925 8928 121
5925 7737 193
5926 9041 48
5926 9617 75
5926 8073 84
5927 10103 131
5927 6859 154
5928 6742 80
5928 7354 107
5929 8246 121
5929 8639 188
5930 7147 124
5931 6294 37
5931 6461 120
5931 10216 132
5932 7234 53
5932 10169 138
5933 6123 18
5933 6537 133
5934 9640 21
5934 9424 180
5935 8730 74
5935 7905 76
5936 7565 149
5936 7751 60
5936 9083 170
5936 8459 131
5937 6889 190
5937 8994 104
5938 8602 161
5938 7706 175
5938 6077 24
5938 8555 49
5939 9245 130
5939 8553 134
5940 8705 57
5940 6650 75
5941 8712 49
5941 6043 136
5942 7430 40
5942 10224 37
5942 7726 134
5943 7876 182
5943 6009 76
5944 8458 34
5944 8724 42
5945 6515 136
5945 8610 82
5946 6418 165
5946 8682 39
5947 7275 174
5948 6286 177
5948 8545 86
5949 6065 147
5949 6741 23
5950 7155 199
5950 9166 149
5951 6325 25
5951 7874 151
5952 8215 45
5954 9534 185
5954 8207 57
5955 8944 192
5955 10014 197
5956 9811 168
5956 9649 49
5956 8485 46
5957 6975 134
5957 8600 43
5958 9501 188
5958 7797 39
5958 7765 38
5959 9283 51
5959 8171 102
5960 10061 187
5960 9948 129
5961 7112 138
5961 10002 101
5962 6486 76
5962 7796 42
5963 6078 96
5964 6589 190
5964 6156 108
5965 6347 96
5965 8275 13
5966 6986 26
5967 7030 142
5967 9941 50
5967 9065 79
5968 8851 162
5968 6418 105
5969 6618 15
5969 9873 102
5969 9569 185
5970 8062 109
5970 7616 192
5971 9992 90
5971 6877 102
5972 7022 93
5973 9150 131
5973 8055 109
5973 9005 188
5974 9567 120
5974 8259 41
5974 7790 123
5974 8334 174
5975 7846 162
5975 6128 190
5976 8885 78
5976 8787 112
5977 10249 90
5977 7817 80
5977 8860 154
5978 7890 134
5978 8679 191
5979 9898 142
5979 8543 93
5979 8109 47
5980 6930 129
5980 6726 154
5980 7430 194
5981 8668 76
5981 8889 28
5982 9373 85
5982 6498 13
5982 7992 92
5983 10300 121
5983 9360 11
5984 9017 146
5984 7604 18
5985 8145 127
5985 9691 95
5986 7897 38
5986 9363 43
5987 6533 139
5987 6762 169
5988 8471 156
5988 6770 144
5989 6746 69
5989 8396 98
5989 7661 20
5990 9448 77
5990 9472 89
5991 9215 93
5991 6251 91
5992 8520 135
5992 7079 86
5993 7532 23
5993 8584 194
5994 10064 89
5994 7589 165
5994 10331 39
5995 8650 195
5995 7811 71
5995 7917 78
5995 8210 163
5996 8392 151
5996 9498 169
5997 9983 192
5997 6755 67
5998 9000 131
5998 7934 79
5999 8637 32
5999 6987 152
6000 9741 32
6001 7545 28
6001 10254 20
6002 6726 11
6003 6797 133
6003 8546 115
6003 8524 145
6004 9409 22
6004 8140 128
6005 10091 115
6005 6124 94
6006 7747 26
6006 6012 124
6007 6153 138
6008 6495 197
6009 9946 11
6010 7613 143
6010 10482 186
6011 9249 167
6011 7471 60
6011 6504 179
6012 7848 119
6012 10320 64
6013 9584 194
6013 10138 38
6013 7912 113
6014 7991 64
6014 9170 175
6015 6896 56
6016 7076 42
6016 9833 120
6016 9691 35
6017 8788 177
6017 9884 155
6017 8896 29
6018 9691 111
6018 8188 58
6019 9350 122
6019 10496 185
6020 9922 108
6020 9917 188
6021 7320 116
6021 6746 70
6022 10211 124
6022 9922 141
6022 9873 156
6023 8316 20
6023 8757 174
6024 8589 158
6024 10058 182
6025 9274 121
6025 9849 171
6026 9205 186
6026 6455 55
6027 8304 171
6027 6802 18
6027 6896 154
6028 10222 185
6028 6338 193
6029 8598 45
6029 8901 114
6030 9253 22
6030 7882 130
6030 8308 66
6031 9581 17
6031 9536 173
6032 8002 52
6033 9931 145
6034 9127 169
6034 9900 149
6034 8018 173
6035 9551 54
6035 7713 84
6036 8738 158
6036 7912 139
6037 8299 176
6038 7280 40
6038 9066 148
6039 6266 15
6039 7547 34
6040 7289 178
6040 7717 163
6041 9823 28
6041 6993 91
6042 7515 140
6042 7508 130
6042 10442 120
6044 7444 118
6044 9516 93
6044 9863 108
6045 8237 88
6045 7146 181
6046 9508 101
6046 10063 111
6047 7190 98
6047 6851 79
6047 8787 89
6047 9485 124
6048 7246 197
6048 6063 81
6049 7939 26
6050 7487 55
6050 9312 87
6051 7611 140
6051 6833 156
6053 6816 89
6053 7128 70
6054 7252 10
6054 7356 93
6055 8649 112
6055 8730 19
6055 6889 138
6056 9522 135
6056 10324 96
6057 10201 175
6058 7021 84
6058 7220 70
6059 10456 68
6059 8169 86
6059 7618 98
6060 7762 83
6060 9710 37
6061 8301 181
6061 8356 45
6062 7166 75
6062 6289 83
6063 8621 65
6063 8270 112
6064 8153 26
6064 10457 140
6064 8145 80
6065 7057 164
6066 8790 110
6066 10260 75
6067 8511 163
6067 9112 115
6068 9583 16
6068 7754 134
6069 8524 146
6069 8084 140
6070 7573 63
6070 8563 184
6071 6168 11
6071 9416 92
6072 9490 163
6072 8919 110
6073 7867 152
6073 7000 65
6074 8131 50
6074 9329 70
6075 8892 81
6075 10364 163
6076 8463 113
6076 8846 56
6076 7552 156
6077 8909 116
6077 7407 50
6078 6561 188
6079 8972 16
6079 8226 47
6080 6549 177
6080 9244 127
6081 10218 29
6082 9808 157
6082 8849 60
6082 8060 28
6083 8125 174
6083 9747 180
6083 9505 94
6084 7224 14
6084 7144 64
6085 7523 13
6086 8642 107
6086 6508 79
6087 10495 90
6087 10092 181
6088 9199 118
6088 9369 56
6089 10305 24
6089 9923 66
6090 8220 116
6091 10295 156
6091 7772 14
6092 6268 75
6092 7029 51
6093 8664 33
6093 8417 116
6094 6610 117
6094 7618 97
6095 6427 168
6096 9728 20
6096 7526 47
6097 8939 190
6097 7696 167
6098 9829 123
6098 9053 195
6099 7241 41
6099 7190 123
6099 8800 13
6099 10477 121
6100 6369 82
6100 9448 115
6101 8731 103
6101 8497 194
6102 7464 21
6102 7808 11
6103 10391 98
6103 8229 135
6104 9007 176
6104 9744 177
6104 8852 17
6105 7790 126
6105 6866 109
6106 7758 19
6106 8630 63
6107 7787 179
6107 7491 33
6108 9856 84
6108 6178 48
6109 7281 84
6109 6129 80
6110 10481 155
6110 6843 123
6110 9527 75
6111 8753 76
6112 9157 153
6112 8205 84
6113 10033 134
6114 8401 17
6114 6441 114
6115 6211 55
6115 7786 114
6116 8321 48
6116 8534 90
6116 8363 158
6117 6538 58
6117 7890 191
6118 9013 144
6118 7635 60
6118 9043 75
6119 9277 28
6119 7409 40
6120 7976 155
6120 8073 80
6121 8701 142
6121 10374 71
6122 6552 192
6123 7198 33
6124 10319 106
6124 6563 96
6126 7391 20
6126 6439 32
6126 7895 69
6127 7486 149
6127 7291 64
6128 6925 35
6129 8792 74
6130 7137 66
6131 8779 17
6131 6434 25
6132 7566 108
6132 7501 33
6133 8357 12
6133 10464 191
6134 8399 168
6135 7579 131
6135 8213 193
6136 9822 89
6136 9266 78
6136 8873 139
6136 8073 101
6137 8447 107
6137 7959 14
6138 6916 142
6138 7087 62
6139 8806 114
6139 8544 128
6140 9634 60
6141 9158 134
6141 8267 166
6141 7424 141
6142 6408 123
6142 6788 164
6142 8181 197
6143 8993 83
6144 8174 100
6145 10317 137
6145 8477 149
6146 7259 147
6147 9960 74
6147 6745 119
6148 9905 50
6148 6370 180
6149 8231 11
6150 9971 120
6150 7963 75
6150 7545 122
6151 6817 136
6151 7756 148
6152 9587 64
6153 9582 99
6154 10151 138
6154 9538 72
6155 7315 161
6156 7665 27
6157 10127 55
6157 10125 66
6158 9918 46
6158 8421 124
6158 7234 73
6159 7310 102
6159 6879 20
6160 10177 103
6160 9334 192
6160 6478 44
6161 7316 164
6161 7241 188
6161 8711 170
6162 7968 38
6162 10450 197
6163 10382 147
6163 10267 165
6164 9809 52
6164 7514 184
6165 6733 101
6165 6738 23
6166 9769 110
6167 6929 80
6167 9317 82
6168 9919 105
6169 8140 66
6169 9153 106
6171 8643 32
6171 10368 108
6172 9539 102
6172 9242 191
6173 7977 108
6173 7875 189
6174 6950 94
6174 6690 176
6175 6623 197
6175 7176 53
6175 8566 180
6176 7173 62
6176 7127 25
6176 7101 29
6177 9731 38
6177 8447 77
6179 7933 191
6179 6964 158
6180 9867 161
6180 9119 98
6180 7115 29
6181 8958 171
6181 9402 118
6181 8065 125
6182 8772 125
6182 6653 88
6183 10091 180
6183 7117 106
6184 8979 169
6185 7204 80
6185 8252 42
6185 6789 14
6186 10087 188
6186 6286 110
6186 8254 129
6187 10062 44
6187 7061 168
6188 10269 148
6188 6278 180
6189 9484 29
6190 8753 119
6190 8232 173
6191 10315 58
6191 7569 64
6192 6711 179
6192 7320 157
6193 10147 192
6193 8745 89
6194 7810 26
6194 6948 43
6195 10409 96
6195 9217 171
6196 9335 115
6196 8788 191
6197 8789 63
6197 7238 170
6198 6932 97
6199 9626 116
6199 8224 80
6200 8805 191
6200 7385 118
6201 7682 191
6201 7809 20
6202 9432 11
6202 8790 111
6203 8838 134
6204 8077 84
6204 8313 56
6205 9966 190
6205 9859 198
6206 8645 13
6206 9009 26
6206 6748 76
6207 6801 40
6207 6698 97
6208 9227 47
6209 6698 90
6209 7810 173
6210 6259 11
6210 9201 191
6211 9097 144
6212 9239 67
6212 8228 45
6213 8257 173
6213 9684 58
6214 8913 33
6214 7091 86
6215 7598 120
6215 6536 58
6216 8345 138
6216 9817 139
6217 8259 132
6217 6839 163
6218 7018 181
6218 9103 116
6219 8404 197
6219 9410 108
6220 8161 114
6220 9636 42
6221 8603 143
6221 7341 137
6222 9281 86
6222 9798 153
6222 9385 102
6223 10408 63
6223 8291 47
6223 8942 169
6224 8222 179
6224 6920 164
6225 6230 40
6226 9777 13
6226 7953 101
6226 9678 158
6227 6363 179
6228 9341 177
6228 9639 90
6228 7025 61
6229 7219 101
6229 9370 78
6230 10348 66
6231 9059 101
6231 7738 185
6232 8761 174
6232 8430 56
6233 8428 81
6233 8816 199
6234 8742 191
6234 8699 168
6235 9525 34
6235 9779 42
6236 10099 22
6236 9285 165
6237 9831 103
6237 9392 46
6238 6402 158
6238 7788 177
6239 6260 53
6239 7363 110
6240 6981 199
6240 7175 100
6241 10155 125
6241 7086 196
6242 8392 113
6243 7822 52
6243 9104 61
6244 6648 194
6244 8378 24
6245 8187 85
6245 8658 141
6246 7940 68
6246 9863 81
6247 7482 94
6247 7574 177
6248 9925 45
6248 6404 104
6249 7961 49
6249 8704 113
6250 7206 134
6250 8731 59
6251 6692 113
6252 7449 94
6252 8473 166
6253 7051 75
6254 7148 184
6254 9797 87
6255 7735 136
6255 8927 52
6256 6316 64
6256 6866 137
6256 9230 15
6256 9697 30
6257 9797 89
6257 8066 189
6257 7407 152
6258 7311 82
6258 7986 100
6259 10038 43
6262 6684 35
6262 6772 32
6262 9106 41
6263 8110 43
6264 8771 178
6264 6467 111
6265 10429 33
6265 7636 25
6266 10220 165
6267 8427 102
6267 7617 44
6267 9428 33
6268 8883 154
6269 7261 101
6269 7871 124
6269 9903 33
6270 7610 16
6270 7290 150
6271 8799 76
6271 9670 189
6271 8710 14
6272 8953 92
6272 8197 183
6273 10119 35
6274 8948 130
6274 7500 108
6275 10405 77
6275 9308 118
6275 10406 155
6276 6713 66
6276 6918 182
6277 8531 190
6277 9692 79
6277 9749 166
6277 7066 54
6278 8548 138
6279 10342 167
6279 7588 44
6280 9474 36
6280 9177 159
6281 8051 101
6281 9276 63
6282 9949 75
6282 9544 178
6283 6378 134
6283 8156 46
6284 9457 111
6284 7532 131
6284 6863 158
6285 9899 41
6285 9558 102
6287 9764 83
6287 8921 79
6288 7683 138
6288 8886 93
6289 7288 117
6289 7811 186
6290 8049 80
6290 7458 11
6291 9359 38
6291 6803 143
6292 8444 97
6292 8747 166
6293 8727 137
6293 9912 104
6293 7631 57
6294 6521 55
6294 9045 163
6295 9037 156
6295 9607 14
6296 9529 26
6296 9540 128
6297 8238 78
6297 6705 51
6298 8194 36
6298 9454 151
6299 9327 72
6299 9025 196
6300 10256 178
6300 6415 194
6300 9868 100
6301 10133 92
6301 9460 148
6302 10005 194
6302 8747 173
6303 8933 155
